ID,PLU,BRANCH_NAME,BRANCH_ID,STOCK_QUANTITY,MIN_STOCK_QUANTITY,MAX_STOCK_QUANTITY,BARCODES_QUANTITY,ROOT_PLU,BSRETAIL_PRICE
1,,,0,0,0,0,0,,0
2,"0000000104","WAREHOUSE",1,103,0,0,0,"00000001",0
3,"0000000105","WAREHOUSE",1,108,0,0,0,"00000001",0
4,"0000000107","WAREHOUSE",1,131,0,0,0,"00000001",0
5,"0000000114","WAREHOUSE",1,99,0,0,0,"00000001",0
6,"0000000118","WAREHOUSE",1,11,0,0,0,"00000001",0
7,"0000000123","WAREHOUSE",1,36,0,0,0,"00000001",0
8,"0000000126","WAREHOUSE",1,20,0,0,0,"00000001",0
9,"0000000106","WAREHOUSE",1,68,0,0,0,"00000001",0
10,"0000000108","WAREHOUSE",1,131,0,0,0,"00000001",0
11,"0000000109","WAREHOUSE",1,128,0,0,0,"00000001",0
12,"0000000110","WAREHOUSE",1,146,0,0,0,"00000001",0
13,"0000000111","WAREHOUSE",1,137,0,0,0,"00000001",0
14,"0000000112","WAREHOUSE",1,172,0,0,0,"00000001",0
15,"0000000113","WAREHOUSE",1,105,0,0,0,"00000001",0
16,"0000000115","WAREHOUSE",1,71,0,0,0,"00000001",0
17,"0000000116","WAREHOUSE",1,27,0,0,0,"00000001",0
18,"0000000117","WAREHOUSE",1,52,0,0,0,"00000001",0
19,"0000000120","WAREHOUSE",1,35,0,0,0,"00000001",0
20,"0000000122","WAREHOUSE",1,28,0,0,0,"00000001",0
21,"0000000124","WAREHOUSE",1,37,0,0,0,"00000001",0
22,"0000000125","WAREHOUSE",1,20,0,0,0,"00000001",0
23,"0000013600","WAREHOUSE",1,0,0,0,0,"00000136",0
24,"0000005500","WAREHOUSE",1,0,0,0,0,"00000055",0
25,"0000013601","WAREHOUSE",1,0,0,0,0,"00000136",0
26,"0000005501","WAREHOUSE",1,0,0,0,0,"00000055",0
27,"0000013602","WAREHOUSE",1,-2,0,0,0,"00000136",0
28,"0000005502","WAREHOUSE",1,23,0,0,0,"00000055",0
29,"0000013603","WAREHOUSE",1,-2,0,0,0,"00000136",0
30,"0000005503","WAREHOUSE",1,38,0,0,0,"00000055",0
31,"0000013604","WAREHOUSE",1,-10,0,0,0,"00000136",0
32,"0000005504","WAREHOUSE",1,61,0,0,0,"00000055",0
33,"0000013605","WAREHOUSE",1,-11,0,0,0,"00000136",0
34,"0000005505","WAREHOUSE",1,92,0,0,0,"00000055",0
35,"0000013606","WAREHOUSE",1,-16,0,0,0,"00000136",0
36,"0000005506","WAREHOUSE",1,98,0,0,0,"00000055",0
37,"0000013607","WAREHOUSE",1,-12,0,0,0,"00000136",0
38,"0000005507","WAREHOUSE",1,69,0,0,0,"00000055",0
39,"0000013608","WAREHOUSE",1,-36,0,0,0,"00000136",0
40,"0000005508","WAREHOUSE",1,143,0,0,0,"00000055",0
41,"0000013609","WAREHOUSE",1,-34,0,0,0,"00000136",0
42,"0000005509","WAREHOUSE",1,222,0,0,0,"00000055",0
43,"0000013610","WAREHOUSE",1,-27,0,0,0,"00000136",0
44,"0000005510","WAREHOUSE",1,192,0,0,0,"00000055",0
45,"0000013611","WAREHOUSE",1,-27,0,0,0,"00000136",0
46,"0000005511","WAREHOUSE",1,204,0,0,0,"00000055",0
47,"0000013612","WAREHOUSE",1,-15,0,0,0,"00000136",0
48,"0000005512","WAREHOUSE",1,96,0,0,0,"00000055",0
49,"0000013613","WAREHOUSE",1,-9,0,0,0,"00000136",0
50,"0000005513","WAREHOUSE",1,50,0,0,0,"00000055",0
51,"0000013614","WAREHOUSE",1,-10,0,0,0,"00000136",0
52,"0000005514","WAREHOUSE",1,63,0,0,0,"00000055",0
53,"0000013615","WAREHOUSE",1,-5,0,0,0,"00000136",0
54,"0000005515","WAREHOUSE",1,56,0,0,0,"00000055",0
55,"0000013616","WAREHOUSE",1,-8,0,0,0,"00000136",0
56,"0000005516","WAREHOUSE",1,24,0,0,0,"00000055",0
57,"0000013617","WAREHOUSE",1,0,0,0,0,"00000136",0
58,"0000005517","WAREHOUSE",1,53,0,0,0,"00000055",0
59,"0000013618","WAREHOUSE",1,-1,0,0,0,"00000136",0
60,"0000005518","WAREHOUSE",1,25,0,0,0,"00000055",0
61,"0000013619","WAREHOUSE",1,0,0,0,0,"00000136",0
62,"0000005519","WAREHOUSE",1,0,0,0,0,"00000055",0
63,"0000013620","WAREHOUSE",1,0,0,0,0,"00000136",0
64,"0000005520","WAREHOUSE",1,42,0,0,0,"00000055",0
65,"0000013621","WAREHOUSE",1,0,0,0,0,"00000136",0
66,"0000005521","WAREHOUSE",1,0,0,0,0,"00000055",0
67,"0000013622","WAREHOUSE",1,0,0,0,0,"00000136",0
68,"0000005522","WAREHOUSE",1,48,0,0,0,"00000055",0
69,"0000013623","WAREHOUSE",1,0,0,0,0,"00000136",0
70,"0000005523","WAREHOUSE",1,9,0,0,0,"00000055",0
71,"0000013624","WAREHOUSE",1,0,0,0,0,"00000136",0
72,"0000005524","WAREHOUSE",1,1,0,0,0,"00000055",0
73,"0000013625","WAREHOUSE",1,0,0,0,0,"00000136",0
74,"0000005525","WAREHOUSE",1,0,0,0,0,"00000055",0
75,"0000013626","WAREHOUSE",1,0,0,0,0,"00000136",0
76,"0000005526","WAREHOUSE",1,0,0,0,0,"00000055",0
77,"0000031900","ECOMMERCE",3,0,0,0,0,"00000319",0
78,"0000031901","ECOMMERCE",3,0,0,0,0,"00000319",0
79,"0000031902","ECOMMERCE",3,0,0,0,0,"00000319",0
80,"0000031903","ECOMMERCE",3,0,0,0,0,"00000319",0
81,"0000031904","ECOMMERCE",3,0,0,0,0,"00000319",0
82,"0000031905","ECOMMERCE",3,0,0,0,0,"00000319",0
83,"0000031906","ECOMMERCE",3,0,0,0,0,"00000319",0
84,"0000031907","ECOMMERCE",3,0,0,0,0,"00000319",0
85,"0000031908","ECOMMERCE",3,0,0,0,0,"00000319",0
86,"0000031909","ECOMMERCE",3,0,0,0,0,"00000319",0
87,"0000031910","ECOMMERCE",3,0,0,0,0,"00000319",0
88,"0000031911","ECOMMERCE",3,0,0,0,0,"00000319",0
89,"0000031912","ECOMMERCE",3,0,0,0,0,"00000319",0
90,"0000031913","ECOMMERCE",3,0,0,0,0,"00000319",0
91,"0000031914","ECOMMERCE",3,0,0,0,0,"00000319",0
92,"0000031915","ECOMMERCE",3,0,0,0,0,"00000319",0
93,"0000031916","ECOMMERCE",3,0,0,0,0,"00000319",0
94,"0000002800","ECOMMERCE",3,0,0,0,0,"00000028",0
95,"0000016300","ECOMMERCE",3,0,0,0,0,"00000163",0
96,"0000002801","ECOMMERCE",3,0,0,0,0,"00000028",0
97,"0000016301","ECOMMERCE",3,0,0,0,0,"00000163",0
98,"0000002802","ECOMMERCE",3,0,0,0,0,"00000028",0
99,"0000016302","ECOMMERCE",3,0,0,0,0,"00000163",0
100,"0000002803","ECOMMERCE",3,0,0,0,0,"00000028",0
101,"0000016303","ECOMMERCE",3,0,0,0,0,"00000163",0
102,"0000002804","ECOMMERCE",3,0,0,0,0,"00000028",0
103,"0000016304","ECOMMERCE",3,0,0,0,0,"00000163",0
104,"0000002805","ECOMMERCE",3,0,0,0,0,"00000028",0
105,"0000016305","ECOMMERCE",3,0,0,0,0,"00000163",0
106,"0000002806","ECOMMERCE",3,0,0,0,0,"00000028",0
107,"0000016306","ECOMMERCE",3,0,0,0,0,"00000163",0
108,"0000002807","ECOMMERCE",3,0,0,0,0,"00000028",0
109,"0000016307","ECOMMERCE",3,0,0,0,0,"00000163",0
110,"0000002808","ECOMMERCE",3,0,0,0,0,"00000028",0
111,"0000016308","ECOMMERCE",3,0,0,0,0,"00000163",0
112,"0000002809","ECOMMERCE",3,0,0,0,0,"00000028",0
113,"0000016309","ECOMMERCE",3,0,0,0,0,"00000163",0
114,"0000002810","ECOMMERCE",3,0,0,0,0,"00000028",0
115,"0000016310","ECOMMERCE",3,0,0,0,0,"00000163",0
116,"0000002811","ECOMMERCE",3,0,0,0,0,"00000028",0
117,"0000016311","ECOMMERCE",3,0,0,0,0,"00000163",0
118,"0000002812","ECOMMERCE",3,0,0,0,0,"00000028",0
119,"0000016312","ECOMMERCE",3,0,0,0,0,"00000163",0
120,"0000002813","ECOMMERCE",3,0,0,0,0,"00000028",0
121,"0000016313","ECOMMERCE",3,0,0,0,0,"00000163",0
122,"0000002814","ECOMMERCE",3,0,0,0,0,"00000028",0
123,"0000016314","ECOMMERCE",3,0,0,0,0,"00000163",0
124,"0000002815","ECOMMERCE",3,0,0,0,0,"00000028",0
125,"0000016315","ECOMMERCE",3,0,0,0,0,"00000163",0
126,"0000002816","ECOMMERCE",3,0,0,0,0,"00000028",0
127,"0000016316","ECOMMERCE",3,0,0,0,0,"00000163",0
128,"0000002817","ECOMMERCE",3,0,0,0,0,"00000028",0
129,"0000016317","ECOMMERCE",3,0,0,0,0,"00000163",0
130,"0000002818","ECOMMERCE",3,0,0,0,0,"00000028",0
131,"0000016318","ECOMMERCE",3,0,0,0,0,"00000163",0
132,"0000002819","ECOMMERCE",3,0,0,0,0,"00000028",0
133,"0000016319","ECOMMERCE",3,0,0,0,0,"00000163",0
134,"0000002820","ECOMMERCE",3,0,0,0,0,"00000028",0
135,"0000016320","ECOMMERCE",3,0,0,0,0,"00000163",0
136,"0000002821","ECOMMERCE",3,0,0,0,0,"00000028",0
137,"0000016321","ECOMMERCE",3,0,0,0,0,"00000163",0
138,"0000002822","ECOMMERCE",3,0,0,0,0,"00000028",0
139,"0000016322","ECOMMERCE",3,0,0,0,0,"00000163",0
140,"0000002823","ECOMMERCE",3,0,0,0,0,"00000028",0
141,"0000016323","ECOMMERCE",3,0,0,0,0,"00000163",0
142,"0000002824","ECOMMERCE",3,0,0,0,0,"00000028",0
143,"0000016324","ECOMMERCE",3,0,0,0,0,"00000163",0
144,"0000002825","ECOMMERCE",3,0,0,0,0,"00000028",0
145,"0000016325","ECOMMERCE",3,0,0,0,0,"00000163",0
146,"0000002826","ECOMMERCE",3,0,0,0,0,"00000028",0
147,"0000016326","ECOMMERCE",3,0,0,0,0,"00000163",0
148,"0000036900","ECOMMERCE",3,0,0,0,0,"00000369",0
149,"0000036901","ECOMMERCE",3,0,0,0,0,"00000369",0
150,"0000036902","ECOMMERCE",3,0,0,0,0,"00000369",0
151,"0000036903","ECOMMERCE",3,7,0,0,0,"00000369",0
152,"0000036904","ECOMMERCE",3,0,0,0,0,"00000369",0
153,"0000036905","ECOMMERCE",3,0,0,0,0,"00000369",0
154,"0000036906","ECOMMERCE",3,0,0,0,0,"00000369",0
155,"0000036907","ECOMMERCE",3,0,0,0,0,"00000369",0
156,"0000036908","ECOMMERCE",3,0,0,0,0,"00000369",0
157,"0000036909","ECOMMERCE",3,0,0,0,0,"00000369",0
158,"0000036910","ECOMMERCE",3,0,0,0,0,"00000369",0
159,"0000010900","ECOMMERCE",3,0,0,0,0,"00000109",0
160,"0000000100","ECOMMERCE",3,0,0,0,0,"00000001",0
161,"0000010901","ECOMMERCE",3,0,0,0,0,"00000109",0
162,"0000000101","ECOMMERCE",3,0,0,0,0,"00000001",0
163,"0000010902","ECOMMERCE",3,0,0,0,0,"00000109",0
164,"0000000102","ECOMMERCE",3,0,0,0,0,"00000001",0
165,"0000010903","ECOMMERCE",3,0,0,0,0,"00000109",0
166,"0000000103","ECOMMERCE",3,0,0,0,0,"00000001",0
167,"0000010904","ECOMMERCE",3,0,0,0,0,"00000109",0
168,"0000000104","ECOMMERCE",3,0,0,0,0,"00000001",0
169,"0000010905","ECOMMERCE",3,0,0,0,0,"00000109",0
170,"0000000105","ECOMMERCE",3,0,0,0,0,"00000001",0
171,"0000010906","ECOMMERCE",3,1,0,0,0,"00000109",0
172,"0000000106","ECOMMERCE",3,0,0,0,0,"00000001",0
173,"0000010907","ECOMMERCE",3,1,0,0,0,"00000109",0
174,"0000000107","ECOMMERCE",3,0,0,0,0,"00000001",0
175,"0000010908","ECOMMERCE",3,1,0,0,0,"00000109",0
176,"0000000108","ECOMMERCE",3,0,0,0,0,"00000001",0
177,"0000010909","ECOMMERCE",3,1,0,0,0,"00000109",0
178,"0000000109","ECOMMERCE",3,0,0,0,0,"00000001",0
179,"0000010910","ECOMMERCE",3,1,0,0,0,"00000109",0
180,"0000000110","ECOMMERCE",3,0,0,0,0,"00000001",0
181,"0000010911","ECOMMERCE",3,1,0,0,0,"00000109",0
182,"0000000111","ECOMMERCE",3,0,0,0,0,"00000001",0
183,"0000010912","ECOMMERCE",3,1,0,0,0,"00000109",0
184,"0000000112","ECOMMERCE",3,0,0,0,0,"00000001",0
185,"0000010913","ECOMMERCE",3,1,0,0,0,"00000109",0
186,"0000000113","ECOMMERCE",3,0,0,0,0,"00000001",0
187,"0000010914","ECOMMERCE",3,0,0,0,0,"00000109",0
188,"0000000114","ECOMMERCE",3,0,0,0,0,"00000001",0
189,"0000010915","ECOMMERCE",3,0,0,0,0,"00000109",0
190,"0000000115","ECOMMERCE",3,0,0,0,0,"00000001",0
191,"0000010916","ECOMMERCE",3,0,0,0,0,"00000109",0
192,"0000000116","ECOMMERCE",3,0,0,0,0,"00000001",0
193,"0000010917","ECOMMERCE",3,1,0,0,0,"00000109",0
194,"0000000117","ECOMMERCE",3,0,0,0,0,"00000001",0
195,"0000010918","ECOMMERCE",3,0,0,0,0,"00000109",0
196,"0000000118","ECOMMERCE",3,0,0,0,0,"00000001",0
197,"0000010919","ECOMMERCE",3,0,0,0,0,"00000109",0
198,"0000000119","ECOMMERCE",3,0,0,0,0,"00000001",0
199,"0000010920","ECOMMERCE",3,0,0,0,0,"00000109",0
200,"0000000120","ECOMMERCE",3,0,0,0,0,"00000001",0
201,"0000010921","ECOMMERCE",3,0,0,0,0,"00000109",0
202,"0000000121","ECOMMERCE",3,0,0,0,0,"00000001",0
203,"0000010922","ECOMMERCE",3,0,0,0,0,"00000109",0
204,"0000000122","ECOMMERCE",3,0,0,0,0,"00000001",0
205,"0000010923","ECOMMERCE",3,0,0,0,0,"00000109",0
206,"0000000123","ECOMMERCE",3,0,0,0,0,"00000001",0
207,"0000010924","ECOMMERCE",3,0,0,0,0,"00000109",0
208,"0000000124","ECOMMERCE",3,0,0,0,0,"00000001",0
209,"0000010925","ECOMMERCE",3,0,0,0,0,"00000109",0
210,"0000000125","ECOMMERCE",3,0,0,0,0,"00000001",0
211,"0000010926","ECOMMERCE",3,0,0,0,0,"00000109",0
212,"0000000126","ECOMMERCE",3,0,0,0,0,"00000001",0
213,"0000041300","GRIMSBY",6,0,0,0,0,"00000413",0
214,"0000028500","GRIMSBY",6,0,0,0,0,"00000285",0
215,"0000043000","GRIMSBY",6,0,0,0,0,"00000430",0
216,"0000041301","GRIMSBY",6,0,0,0,0,"00000413",0
217,"0000028501","GRIMSBY",6,0,0,0,0,"00000285",0
218,"0000043001","GRIMSBY",6,0,0,0,0,"00000430",0
219,"0000041302","GRIMSBY",6,0,0,0,0,"00000413",0
220,"0000028502","GRIMSBY",6,0,0,0,0,"00000285",0
221,"0000043002","GRIMSBY",6,0,0,0,0,"00000430",0
222,"0000041303","GRIMSBY",6,0,0,0,0,"00000413",0
223,"0000028503","GRIMSBY",6,5,0,3,0,"00000285",0
224,"0000043003","GRIMSBY",6,2,0,4,0,"00000430",0
225,"0000041304","GRIMSBY",6,0,0,0,0,"00000413",0
226,"0000028504","GRIMSBY",6,6,0,3,0,"00000285",0
227,"0000043004","GRIMSBY",6,-9,0,4,0,"00000430",0
228,"0000041305","GRIMSBY",6,0,0,0,0,"00000413",0
229,"0000028505","GRIMSBY",6,8,0,3,0,"00000285",0
230,"0000043005","GRIMSBY",6,-9,0,4,0,"00000430",0
231,"0000041306","GRIMSBY",6,0,0,0,0,"00000413",0
232,"0000028506","GRIMSBY",6,5,0,3,0,"00000285",0
233,"0000043006","GRIMSBY",6,-4,0,4,0,"00000430",0
234,"0000041307","GRIMSBY",6,2,0,0,0,"00000413",0
235,"0000028507","GRIMSBY",6,4,0,3,0,"00000285",0
236,"0000043007","GRIMSBY",6,-8,0,4,0,"00000430",0
237,"0000041308","GRIMSBY",6,-2,0,0,0,"00000413",0
238,"0000028508","GRIMSBY",6,4,0,3,0,"00000285",0
239,"0000043008","GRIMSBY",6,-15,0,4,0,"00000430",0
240,"0000041309","GRIMSBY",6,22,0,0,0,"00000413",0
241,"0000028509","GRIMSBY",6,3,0,3,0,"00000285",0
242,"0000043009","GRIMSBY",6,0,0,4,0,"00000430",0
243,"0000041310","GRIMSBY",6,24,0,0,0,"00000413",0
244,"0000028510","GRIMSBY",6,1,0,3,0,"00000285",0
245,"0000043010","GRIMSBY",6,-1,0,2,0,"00000430",0
246,"0000041311","GRIMSBY",6,20,0,0,0,"00000413",0
247,"0000028511","GRIMSBY",6,1,0,3,0,"00000285",0
248,"0000043011","GRIMSBY",6,-10,0,0,0,"00000430",0
249,"0000041312","GRIMSBY",6,9,0,0,0,"00000413",0
250,"0000028512","GRIMSBY",6,2,0,3,0,"00000285",0
251,"0000043012","GRIMSBY",6,0,0,0,0,"00000430",0
252,"0000041313","GRIMSBY",6,-1,0,0,0,"00000413",0
253,"0000028513","GRIMSBY",6,4,0,3,0,"00000285",0
254,"0000043013","GRIMSBY",6,0,0,0,0,"00000430",0
255,"0000041314","GRIMSBY",6,-6,0,0,0,"00000413",0
256,"0000028514","GRIMSBY",6,0,0,0,0,"00000285",0
257,"0000043014","GRIMSBY",6,0,0,0,0,"00000430",0
258,"0000041315","GRIMSBY",6,2,0,0,0,"00000413",0
259,"0000028515","GRIMSBY",6,0,0,0,0,"00000285",0
260,"0000043015","GRIMSBY",6,0,0,0,0,"00000430",0
261,"0000041316","GRIMSBY",6,0,0,0,0,"00000413",0
262,"0000028516","GRIMSBY",6,0,0,0,0,"00000285",0
263,"0000043016","GRIMSBY",6,0,0,0,0,"00000430",0
265,"0000046400","GRIMSBY",6,0,0,0,0,"00000464",0
266,"0000048100","GRIMSBY",6,0,0,0,0,"00000481",0
267,"0000023400","GRIMSBY",6,0,0,0,0,"00000234",0
269,"0000046401","GRIMSBY",6,0,0,0,0,"00000464",0
270,"0000048101","GRIMSBY",6,0,0,0,0,"00000481",0
271,"0000023401","GRIMSBY",6,0,0,0,0,"00000234",0
273,"0000046402","GRIMSBY",6,0,0,0,0,"00000464",0
274,"0000048102","GRIMSBY",6,0,0,0,0,"00000481",0
275,"0000023402","GRIMSBY",6,0,0,0,0,"00000234",0
277,"0000046403","GRIMSBY",6,4,0,0,0,"00000464",0
278,"0000048103","GRIMSBY",6,4,0,0,0,"00000481",0
279,"0000023403","GRIMSBY",6,1,0,0,0,"00000234",0
281,"0000046404","GRIMSBY",6,11,0,0,0,"00000464",0
282,"0000048104","GRIMSBY",6,7,0,0,0,"00000481",0
283,"0000023404","GRIMSBY",6,5,0,0,0,"00000234",0
285,"0000046405","GRIMSBY",6,-16,0,0,0,"00000464",0
286,"0000048105","GRIMSBY",6,-15,0,0,0,"00000481",0
287,"0000023405","GRIMSBY",6,4,0,0,0,"00000234",0
289,"0000046406","GRIMSBY",6,-12,0,0,0,"00000464",0
290,"0000048106","GRIMSBY",6,-25,0,0,0,"00000481",0
291,"0000023406","GRIMSBY",6,2,0,0,0,"00000234",0
293,"0000046407","GRIMSBY",6,-20,0,0,0,"00000464",0
294,"0000048107","GRIMSBY",6,-10,0,0,0,"00000481",0
295,"0000023407","GRIMSBY",6,3,0,0,0,"00000234",0
297,"0000046408","GRIMSBY",6,-6,0,0,0,"00000464",0
298,"0000048108","GRIMSBY",6,-3,0,0,0,"00000481",0
299,"0000023408","GRIMSBY",6,-2,0,0,0,"00000234",0
301,"0000046409","GRIMSBY",6,12,0,0,0,"00000464",0
302,"0000048109","GRIMSBY",6,11,0,0,0,"00000481",0
303,"0000023409","GRIMSBY",6,4,0,0,0,"00000234",0
305,"0000046410","GRIMSBY",6,0,0,0,0,"00000464",0
306,"0000048110","GRIMSBY",6,-7,0,0,0,"00000481",0
307,"0000023410","GRIMSBY",6,1,0,0,0,"00000234",0
309,"0000046411","GRIMSBY",6,4,0,0,0,"00000464",0
310,"0000048111","GRIMSBY",6,-3,0,0,0,"00000481",0
311,"0000023411","GRIMSBY",6,0,0,0,0,"00000234",0
313,"0000046412","GRIMSBY",6,0,0,0,0,"00000464",0
314,"0000048112","GRIMSBY",6,3,0,0,0,"00000481",0
315,"0000023412","GRIMSBY",6,0,0,0,0,"00000234",0
317,"0000046413","GRIMSBY",6,0,0,0,0,"00000464",0
318,"0000048113","GRIMSBY",6,2,0,0,0,"00000481",0
319,"0000023413","GRIMSBY",6,0,0,0,0,"00000234",0
321,"0000046414","GRIMSBY",6,0,0,0,0,"00000464",0
322,"0000048114","GRIMSBY",6,1,0,0,0,"00000481",0
323,"0000023414","GRIMSBY",6,0,0,0,0,"00000234",0
325,"0000046415","GRIMSBY",6,0,0,0,0,"00000464",0
326,"0000048115","GRIMSBY",6,0,0,0,0,"00000481",0
327,"0000023415","GRIMSBY",6,0,0,0,0,"00000234",0
329,"0000046416","GRIMSBY",6,0,0,0,0,"00000464",0
330,"0000048116","GRIMSBY",6,0,0,0,0,"00000481",0
331,"0000023416","GRIMSBY",6,0,0,0,0,"00000234",0
332,"0000025100","GRIMSBY",6,0,0,0,0,"00000251",0
333,"0000049800","GRIMSBY",6,0,0,0,0,"00000498",0
334,"0000051500","GRIMSBY",6,0,0,0,0,"00000515",0
335,"0000053200","GRIMSBY",6,0,0,0,0,"00000532",0
336,"0000025101","GRIMSBY",6,0,0,0,0,"00000251",0
337,"0000049801","GRIMSBY",6,0,0,0,0,"00000498",0
338,"0000051501","GRIMSBY",6,0,0,0,0,"00000515",0
339,"0000053201","GRIMSBY",6,0,0,0,0,"00000532",0
340,"0000025102","GRIMSBY",6,0,0,0,0,"00000251",0
341,"0000049802","GRIMSBY",6,0,0,0,0,"00000498",0
342,"0000051502","GRIMSBY",6,0,0,0,0,"00000515",0
343,"0000053202","GRIMSBY",6,0,0,0,0,"00000532",0
344,"0000025103","GRIMSBY",6,5,0,0,0,"00000251",0
345,"0000049803","GRIMSBY",6,15,0,0,0,"00000498",0
346,"0000051503","GRIMSBY",6,0,0,0,0,"00000515",0
347,"0000053203","GRIMSBY",6,3,0,0,0,"00000532",0
348,"0000025104","GRIMSBY",6,4,0,0,0,"00000251",0
349,"0000049804","GRIMSBY",6,15,0,0,0,"00000498",0
350,"0000051504","GRIMSBY",6,0,0,0,0,"00000515",0
351,"0000053204","GRIMSBY",6,4,0,0,0,"00000532",0
352,"0000025105","GRIMSBY",6,3,0,0,0,"00000251",0
353,"0000049805","GRIMSBY",6,0,0,0,0,"00000498",0
354,"0000051505","GRIMSBY",6,0,0,0,0,"00000515",0
355,"0000053205","GRIMSBY",6,0,0,0,0,"00000532",0
356,"0000025106","GRIMSBY",6,7,0,0,0,"00000251",0
357,"0000049806","GRIMSBY",6,2,0,0,0,"00000498",0
358,"0000051506","GRIMSBY",6,0,0,0,0,"00000515",0
359,"0000053206","GRIMSBY",6,2,0,0,0,"00000532",0
360,"0000025107","GRIMSBY",6,4,0,0,0,"00000251",0
361,"0000049807","GRIMSBY",6,-10,0,0,0,"00000498",0
362,"0000051507","GRIMSBY",6,5,0,0,0,"00000515",0
363,"0000053207","GRIMSBY",6,-2,0,0,0,"00000532",0
364,"0000025108","GRIMSBY",6,4,0,0,0,"00000251",0
365,"0000049808","GRIMSBY",6,7,0,0,0,"00000498",0
366,"0000051508","GRIMSBY",6,-5,0,0,0,"00000515",0
367,"0000053208","GRIMSBY",6,-1,0,0,0,"00000532",0
368,"0000025109","GRIMSBY",6,3,0,0,0,"00000251",0
369,"0000049809","GRIMSBY",6,1,0,0,0,"00000498",0
370,"0000051509","GRIMSBY",6,14,0,0,0,"00000515",0
371,"0000053209","GRIMSBY",6,1,0,0,0,"00000532",0
372,"0000025110","GRIMSBY",6,2,0,0,0,"00000251",0
373,"0000049810","GRIMSBY",6,-2,0,0,0,"00000498",0
374,"0000051510","GRIMSBY",6,-7,0,0,0,"00000515",0
375,"0000053210","GRIMSBY",6,1,0,0,0,"00000532",0
376,"0000025111","GRIMSBY",6,4,0,0,0,"00000251",0
377,"0000049811","GRIMSBY",6,2,0,0,0,"00000498",0
378,"0000051511","GRIMSBY",6,5,0,0,0,"00000515",0
379,"0000053211","GRIMSBY",6,-2,0,0,0,"00000532",0
380,"0000025112","GRIMSBY",6,2,0,0,0,"00000251",0
381,"0000049812","GRIMSBY",6,2,0,0,0,"00000498",0
382,"0000051512","GRIMSBY",6,1,0,0,0,"00000515",0
383,"0000053212","GRIMSBY",6,0,0,0,0,"00000532",0
384,"0000025113","GRIMSBY",6,4,0,0,0,"00000251",0
385,"0000049813","GRIMSBY",6,2,0,0,0,"00000498",0
386,"0000051513","GRIMSBY",6,3,0,0,0,"00000515",0
387,"0000053213","GRIMSBY",6,0,0,0,0,"00000532",0
388,"0000025114","GRIMSBY",6,1,0,0,0,"00000251",0
389,"0000049814","GRIMSBY",6,1,0,0,0,"00000498",0
390,"0000051514","GRIMSBY",6,-1,0,0,0,"00000515",0
391,"0000053214","GRIMSBY",6,0,0,0,0,"00000532",0
392,"0000025115","GRIMSBY",6,0,0,0,0,"00000251",0
393,"0000049815","GRIMSBY",6,0,0,0,0,"00000498",0
394,"0000051515","GRIMSBY",6,-6,0,0,0,"00000515",0
395,"0000053215","GRIMSBY",6,0,0,0,0,"00000532",0
396,"0000025116","GRIMSBY",6,0,0,0,0,"00000251",0
397,"0000049816","GRIMSBY",6,0,0,0,0,"00000498",0
398,"0000051516","GRIMSBY",6,0,0,0,0,"00000515",0
399,"0000053216","GRIMSBY",6,0,0,0,0,"00000532",0
400,"0000054900","ECOMMERCE",3,0,0,0,0,"00000549",0
401,"0000056600","ECOMMERCE",3,0,0,0,0,"00000566",0
402,"0000026800","ECOMMERCE",3,0,0,0,0,"00000268",0
403,"0000058300","ECOMMERCE",3,0,0,0,0,"00000583",0
404,"0000054901","ECOMMERCE",3,0,0,0,0,"00000549",0
405,"0000056601","ECOMMERCE",3,0,0,0,0,"00000566",0
406,"0000026801","ECOMMERCE",3,0,0,0,0,"00000268",0
407,"0000058301","ECOMMERCE",3,0,0,0,0,"00000583",0
408,"0000054902","ECOMMERCE",3,0,0,0,0,"00000549",0
409,"0000056602","ECOMMERCE",3,0,0,0,0,"00000566",0
410,"0000026802","ECOMMERCE",3,0,0,0,0,"00000268",0
411,"0000058302","ECOMMERCE",3,0,0,0,0,"00000583",0
412,"0000054903","ECOMMERCE",3,5,0,0,0,"00000549",0
413,"0000056603","ECOMMERCE",3,4,0,0,0,"00000566",0
414,"0000026803","ECOMMERCE",3,5,0,0,0,"00000268",0
415,"0000058303","ECOMMERCE",3,4,0,0,0,"00000583",0
416,"0000054904","ECOMMERCE",3,4,0,0,0,"00000549",0
417,"0000056604","ECOMMERCE",3,6,0,0,0,"00000566",0
418,"0000026804","ECOMMERCE",3,5,0,0,0,"00000268",0
419,"0000058304","ECOMMERCE",3,7,0,0,0,"00000583",0
420,"0000054905","ECOMMERCE",3,3,0,0,0,"00000549",0
421,"0000056605","ECOMMERCE",3,1,0,0,0,"00000566",0
422,"0000026805","ECOMMERCE",3,6,0,0,0,"00000268",0
423,"0000058305","ECOMMERCE",3,10,0,0,0,"00000583",0
424,"0000054906","ECOMMERCE",3,8,0,0,0,"00000549",0
425,"0000056606","ECOMMERCE",3,9,0,0,0,"00000566",0
426,"0000026806","ECOMMERCE",3,6,0,0,0,"00000268",0
427,"0000058306","ECOMMERCE",3,2,0,0,0,"00000583",0
428,"0000054907","ECOMMERCE",3,4,0,0,0,"00000549",0
429,"0000056607","ECOMMERCE",3,8,0,0,0,"00000566",0
